PSO,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
189,1519.777368,16.12843291,10652.46904,21.55683126,207677.1125,1452.08,0.395549476,-6143.249438,202.563748,8.91525539,15.52053745,85.73338026,66668.29406,0.998003838,0.003897632,-1.031628207,0.397887406,3.000001067,-3.862781679,-3.260089178,-6.308133032,-7.839866262,-7.564708656
190,1489.550005,16.06045154,10586.84916,21.48384637,204208.0518,1443.44,0.385492017,-6156.456741,202.0181603,8.899110052,15.39015413,84.25049272,64962.0746,0.998003838,0.003896773,-1.031628224,0.397887401,3.000001045,-3.862781705,-3.260092063,-6.308216874,-7.840137304,-7.565100723
191,1454.084938,16.01622674,10489.27945,21.39894633,200895.2329,1426.08,0.385200497,-6168.787357,201.7745954,8.885412704,15.22179004,83.84899422,61745.67233,0.998003838,0.003896379,-1.031628258,0.397887401,3.000000978,-3.862781738,-3.260103528,-6.308493936,-7.840210749,-7.56513062
192,1444.730909,15.88140204,10445.67658,21.31855936,197388.5028,1419.06,0.383222808,-6172.018912,201.2780311,8.84303402,15.03606761,82.31866013,60403.80785,0.998003838,0.003895493,-1.031628259,0.3978874,3.000000952,-3.862781769,-3.260107945,-6.318606752,-7.840272544,-7.565328398
193,1432.585866,15.67468102,10406.32928,21.16397783,194327.9132,1416.82,0.38114386,-6193.9382,200.9718228,8.816471156,14.73506072,81.79241177,58798.19528,0.998003838,0.003895337,-1.031628263,0.397887395,3.000000477,-3.862781793,-3.26011615,-6.318676799,-7.850825969,-7.565521976
194,1426.871247,15.54771157,10373.058,21.16109001,189228.2889,1394.24,0.37534584,-6197.333888,199.8889714,8.796272621,14.5401769,81.09633952,56843.76126,0.998003838,0.003895322,-1.031628273,0.397887394,3.000000425,-3.862781818,-3.260118707,-6.318754994,-7.850914275,-7.56580299
195,1406.438239,15.46667378,10315.90873,21.13570927,186215.5034,1373.92,0.37355763,-6201.739807,198.8662453,8.774215839,14.43919031,80.63847636,54002.90675,0.998003838,0.003895151,-1.031628276,0.397887388,3.000000299,-3.862781823,-3.26012058,-6.324189065,-7.904256229,-7.566348661
196,1368.365234,15.3735934,10252.14606,20.97185823,180478.5431,1366.58,0.37128964,-6229.849294,198.5988911,8.743897239,14.38934269,74.61791464,53390.67861,0.998003838,0.003894725,-1.031628277,0.397887388,3.000000274,-3.86278184,-3.260129392,-6.324236681,-7.904494311,-7.566584634
197,1350.25084,15.36234699,10215.00847,20.95225511,177690.9958,1327.56,0.366419244,-6250.521783,197.9048156,8.719807031,14.25097346,72.34334775,52127.60615,0.998003838,0.003892868,-1.031628282,0.397887384,3.00000024,-3.862781855,-3.260131739,-6.324273168,-7.904517972,-7.56680753
198,1338.644314,15.18619269,10198.96038,20.93821806,173000.9989,1312.32,0.364377847,-6277.038765,197.4807116,8.661689874,14.01625027,38.33395395,49820.82487,0.998003838,0.003892301,-1.031628304,0.397887381,3.000000238,-3.862781935,-3.260148256,-6.324322321,-7.904569836,-7.567125928
199,1313.927543,15.1267129,10187.71,20.85921845,172380.0954,1305.12,0.360884194,-6290.613468,196.0601509,8.623132509,13.78685691,37.68587662,49150.82836,0.998003838,0.003892072,-1.031628307,0.397887379,3.000000217,-3.862781958,-3.26015563,-6.324358028,-7.904649327,-7.567178395
200,1298.280137,14.98723029,10137.64747,20.795971,170676.4858,1289.86,0.359354933,-6316.035046,195.3969612,8.59174115,13.63839786,37.19732764,48959.76342,0.998003838,0.003891733,-1.03162832,0.397887377,3.000000202,-3.862782024,-3.260161713,-6.328632519,-7.913332529,-7.567209971
201,1291.166847,14.92556822,10106.41999,20.76513266,169092.4217,1274.48,0.356542277,-6326.757922,194.6758992,8.53511094,13.60858552,31.29795126,47587.12404,0.998003838,0.003890365,-1.031628323,0.397887374,3.000000197,-3.862782028,-3.260166327,-6.328648812,-7.915046032,-7.567313033
202,1269.015896,14.79534603,10059.22804,20.71503994,167595.6227,1260.9,0.356101316,-6341.463991,194.470023,8.527092812,13.41271475,30.49617996,46356.90076,0.998003838,0.003889733,-1.031628383,0.39788737,3.00000017,-3.862782037,-3.26017703,-6.328673203,-7.915240617,-7.567441413
203,1250.846674,14.68844011,10049.67101,20.60836934,161929.6062,1252,0.352036555,-6353.351281,193.8376636,8.48936519,13.23843466,29.80223737,44215.03423,0.998003838,0.003889601,-1.031628415,0.397887364,3.000000165,-3.86278205,-3.260183894,-6.32872621,-7.92707209,-7.567484053
204,1243.417696,14.63964736,9980.394049,20.54834557,157015.4005,1230.62,0.348064687,-6367.844375,192.9719395,8.451523471,13.10967166,29.27880327,42562.29025,0.998003838,0.003889086,-1.031628418,0.397887361,3.000000153,-3.862782055,-3.260186308,-6.328962201,-7.927312683,-7.567559822
205,1231.017167,14.53862196,9968.210433,20.46082566,153799.0415,1215.16,0.344582826,-6392.887664,192.583212,8.43002079,13.01112721,27.36928829,40700.72449,0.998003838,0.003888986,-1.031628424,0.397887361,3.000000142,-3.862782066,-3.260188598,-6.329080172,-7.927711036,-7.567567237
206,1228.151564,14.37765322,9938.34293,20.3862886,151950.4314,1193.3,0.342190827,-6418.360848,191.1546889,8.397827017,12.82623921,26.69513174,39699.02494,0.998003838,0.003888848,-1.031628435,0.397887361,3.00000014,-3.862782069,-3.260193448,-6.329107099,-7.94507039,-7.567585545
207,1216.912875,14.32075579,9862.810901,20.24525622,150004.6526,1162.32,0.339480505,-6438.948715,190.7840013,8.35310342,12.65115515,25.12836495,38923.11102,0.998003838,0.003888796,-1.031628436,0.39788736,3.000000117,-3.862782071,-3.260194742,-6.329146624,-7.945196204,-7.567867772
208,1188.235581,14.26098695,9861.091425,20.11947286,147736.9977,1140.6,0.33845104,-6472.588442,190.0918027,8.315808265,12.47529199,24.9649009,37850.29684,0.998003838,0.003888665,-1.031628437,0.39788736,3.000000091,-3.862782073,-3.260198127,-6.333671479,-7.945281496,-7.567903471
209,1185.44899,14.17585999,9797.676359,20.08883709,146078.8413,1133.72,0.334814316,-6484.858983,189.4750358,8.251949668,12.28009641,24.81795922,37299.27627,0.998003838,0.003888648,-1.031628437,0.39788736,3.000000088,-3.862782074,-3.260203369,-6.333746793,-8.007190894,-7.567968166
210,1182.513448,14.07799266,9757.357695,20.01015399,144934.9596,1128.44,0.333903233,-6507.935998,189.2313691,8.202162049,12.23194203,24.6284519,35143.17913,0.998003838,0.003888555,-1.031628438,0.39788736,3.000000058,-3.862782086,-3.260206257,-6.333813145,-8.007353165,-7.568081928
211,1168.089317,13.98239263,9706.057043,19.93784127,136904.274,1122.6,0.332136443,-6522.304785,188.9918928,8.181848314,12.08800914,24.23232114,33881.23288,0.998003838,0.003888484,-1.031628439,0.39788736,3.000000053,-3.862782087,-3.260209036,-6.333823088,-8.007372645,-7.568101746
212,1157.643565,13.93156805,9695.351543,19.78400578,135390.112,1111.4,0.330567809,-6522.601631,188.6479215,8.144093789,11.92844007,23.78481646,32562.80821,0.998003838,0.003887827,-1.031628442,0.39788736,3.000000047,-3.862782092,-3.260212911,-6.333846901,-8.007374563,-7.568114538
213,1146.385327,13.84100715,9679.661572,19.72414667,131158.2678,1108.08,0.327184957,-6542.592915,186.933743,8.119596193,11.83617518,23.43773503,30247.41662,0.998003838,0.003887752,-1.031628444,0.397887359,3.000000045,-3.862782099,-3.260216427,-6.333863289,-8.011543661,-7.568146753
214,1135.805446,13.80903427,9614.971302,19.67449438,129631.3417,1093.4,0.326516933,-6562.21557,186.8967183,8.101279874,11.74432147,23.18356194,28845.98171,0.998003838,0.003887648,-1.031628445,0.397887359,3.000000035,-3.8627821,-3.260217989,-6.333874853,-8.011583052,-7.568248338
215,1105.899248,13.71400935,9563.694701,19.63389833,127970.0976,1083.16,0.319747436,-6579.049458,185.6690188,8.055164579,11.62038077,22.94009323,27971.35196,0.998003838,0.003887538,-1.031628446,0.397887359,3.000000031,-3.862782102,-3.260223093,-6.333879358,-8.011601281,-7.568305281
216,1083.081294,13.62471353,9529.464175,19.53569961,127032.1816,1069.74,0.318450841,-6606.303868,185.0243221,8.03378854,11.528447,22.74371395,26692.53817,0.998003838,0.003887072,-1.031628446,0.397887359,3.000000028,-3.862782107,-3.260228009,-6.333895416,-8.011705478,-7.56836825
217,1068.255163,13.53992872,9521.494174,19.51684254,123366.6131,1059.96,0.31730401,-6623.846515,184.7071804,8.005461146,11.29090066,22.61736613,26130.26052,0.998003838,0.003886821,-1.031628447,0.397887359,3.000000027,-3.862782114,-3.260236517,-6.333898912,-8.012138153,-7.568387805
218,1056.558484,13.45263976,9520.287266,19.45985292,121611.9725,1046.04,0.315507865,-6628.741393,184.0445574,7.965635148,11.21606378,22.1572666,25685.51123,0.998003838,0.003884646,-1.031628447,0.397887359,3.000000026,-3.862782116,-3.26023887,-6.333917546,-8.012205349,-7.5684181
219,1034.975391,13.40186394,9491.360616,19.38337149,121203.1522,1031.26,0.314608076,-6638.060857,183.3694518,7.915331705,11.09743516,22.00726745,25258.62405,0.998003838,0.003884345,-1.031628448,0.397887359,3.000000025,-3.862782121,-3.26024032,-6.333939921,-8.012312759,-7.568513509
220,1013.556219,13.31682527,9468.572317,19.24132121,119717.5372,1025,0.311045071,-6651.014103,182.5815336,7.85614891,10.89013716,21.69145113,24789.84894,0.998003838,0.003884089,-1.031628449,0.397887359,3.000000019,-3.862782126,-3.260243614,-6.333964586,-8.012436765,-7.568536792
221,990.6125134,13.2175489,9464.459666,19.15757935,116811.769,1008.24,0.307057191,-6668.28388,181.8267143,7.838656913,10.65865662,21.17781527,24610.99296,0.998003838,0.003883969,-1.031628449,0.397887358,3.000000018,-3.862782128,-3.260247109,-6.333982623,-8.012445024,-7.568542035
222,964.2219678,13.12730266,9422.846061,19.11625603,114015.6069,1005.8,0.303751301,-6687.497165,181.2602659,7.764352857,10.45129945,20.99610237,22189.23408,0.998003838,0.003883579,-1.031628449,0.397887358,3.000000018,-3.862782131,-3.260248023,-6.335045522,-8.042269413,-7.568552257
223,956.6240468,12.94060285,9366.976327,19.09509768,109730.6229,991.1,0.300662653,-6703.941274,180.2198954,7.756909036,10.3902517,20.72532418,21943.09981,0.998003838,0.003883402,-1.03162845,0.397887358,3.000000015,-3.862782132,-3.260249854,-6.335080895,-8.054513004,-7.568574535
224,928.174767,12.85885074,9318.340324,19.02232124,108212.3476,969.46,0.299272124,-6723.616166,180.0579159,7.692733706,10.28703833,20.35432022,21041.89825,0.998003838,0.003883026,-1.03162845,0.397887358,3.000000014,-3.862782132,-3.260252203,-6.335094483,-8.054525948,-7.568582975
225,927.2742946,12.71381956,9284.278906,18.96871622,107692.2143,951.76,0.294191159,-6736.202294,179.7253876,7.664364584,10.16376607,20.21559599,20042.13463,0.998003838,0.00388289,-1.03162845,0.397887358,3.000000011,-3.862782134,-3.260253259,-6.335120128,-8.054536463,-7.568590265
226,924.0353439,12.61657206,9263.479245,18.88078841,103855.87,934.44,0.293898755,-6763.518116,178.5385532,7.641661409,10.05166721,19.76962133,19627.56453,0.998003838,0.003882854,-1.03162845,0.397887358,3.000000011,-3.862782136,-3.260254548,-6.33514428,-8.05454172,-7.568636198
227,916.4167038,12.38786703,9177.40171,18.86443434,100153.9604,925.74,0.292451777,-6784.651024,177.6032337,7.608176121,9.94120346,19.71892164,19416.32916,0.998003838,0.003882653,-1.03162845,0.397887358,3.000000009,-3.862782138,-3.26025573,-6.33514927,-8.05457436,-7.568642618
228,913.7630177,12.28227326,9134.929087,18.84250092,99621.42571,908.66,0.289932212,-6807.169103,176.7812616,7.593865313,9.832315602,19.33090055,17565.35215,0.998003838,0.003882254,-1.031628451,0.397887358,3.000000007,-3.86278214,-3.260256535,-6.335193068,-8.05457584,-7.56865074
229,897.2555616,12.2233179,9134.560946,18.75655796,97232.21184,894.04,0.289730901,-6844.403796,175.0779214,7.573337827,9.621730871,18.95012557,16465.94929,0.998003838,0.00388205,-1.031628451,0.397887358,3.000000006,-3.862782141,-3.260258165,-6.33519639,-8.05472294,-7.568653221
230,890.0994889,12.14172801,9045.000404,18.68701466,95335.37739,883.14,0.286361062,-6850.937205,174.4329706,7.553033265,9.607740877,18.74934025,16302.152,0.998003838,0.003882042,-1.031628452,0.397887358,3.000000006,-3.862782141,-3.260260357,-6.335206231,-8.054729569,-7.568665394
231,873.1636068,12.07285218,9010.557169,18.59841842,94618.86647,877.48,0.282169627,-6855.372032,173.7453493,7.50715532,9.461846247,18.37846558,15882.0788,0.998003838,0.003881969,-1.031628452,0.397887358,3.000000005,-3.862782143,-3.260261905,-6.335211612,-8.05488497,-7.56866752
232,866.4680081,12.01444302,8985.355873,18.58334977,93823.05656,867.84,0.280411971,-6869.278429,173.2090221,7.457035006,9.344963776,18.14193179,15693.52731,0.998003838,0.003881545,-1.031628452,0.397887358,3.000000004,-3.862782143,-3.260263505,-6.33854681,-8.055278563,-7.568695011
233,860.1715565,11.91664743,8961.654667,18.44246315,92911.70893,850.2,0.28011115,-6899.846031,172.8998064,7.415751939,9.224170623,17.98133023,15052.01153,0.998003838,0.003881087,-1.031628453,0.397887358,3.000000003,-3.862782144,-3.260265388,-6.340417595,-8.05529265,-7.568696487
234,848.216861,11.85378841,8947.149357,18.39924486,91011.82191,837.8,0.278516829,-6947.710203,172.3711101,7.380797539,9.140638642,17.78949735,14009.64785,0.998003838,0.003880867,-1.031628453,0.397887358,3.000000003,-3.862782145,-3.260266716,-6.340429182,-8.055295216,-7.568697669
235,843.2252539,11.75110493,8780.634036,18.33750763,88199.22377,836.8,0.274043353,-6975.471642,171.9618008,7.343153517,9.021234965,17.58741249,13198.50896,0.998003838,0.003880299,-1.031628453,0.397887358,3.000000002,-3.862782145,-3.26026745,-6.342416795,-8.055904452,-7.568707774
236,840.2176677,11.67950777,8773.260842,18.29414136,87407.45575,825.28,0.273079293,-6990.873221,171.4386987,7.324666394,8.88708675,17.32898249,12889.95531,0.998003838,0.003879061,-1.031628453,0.397887358,3.000000002,-3.862782145,-3.260268211,-6.342423796,-8.055910297,-7.56872493
237,831.6214262,11.56591037,8717.857777,18.26374549,85152.91575,816.7,0.271114722,-7005.870337,170.4128125,7.297581386,8.791777364,17.29304511,12619.27244,0.998003838,0.00387786,-1.031628453,0.397887358,3.000000002,-3.862782146,-3.26026903,-6.342424219,-8.055913801,-7.568740272
238,818.3687407,11.45838957,8701.275619,18.18986369,83933.40207,799.22,0.270648057,-7015.033432,169.6754446,7.267936193,8.675584041,17.21809511,11595.17354,0.998003838,0.003877562,-1.031628453,0.397887358,3.000000002,-3.862782146,-3.260269211,-6.343060178,-8.073674829,-7.568753791
239,800.8686121,11.35411642,8674.954114,18.17994352,81586.19283,789.46,0.268957629,-7027.592128,168.0424509,7.252072295,8.61867832,17.16001414,11076.42662,0.998003838,0.003877144,-1.031628453,0.397887358,3.000000002,-3.862782146,-3.260269568,-6.343064715,-8.085052514,-7.568755324
240,784.0408891,11.29905379,8660.080836,18.15308417,80642.85672,769.76,0.267364287,-7040.665091,167.0523892,7.217830655,8.539566592,16.85137684,10496.64697,0.998003838,0.003876626,-1.031628453,0.397887358,3.000000002,-3.862782146,-3.260270014,-6.343066629,-8.085132978,-7.568761124
241,768.9524009,11.24921015,8619.728429,18.11998353,80121.35479,761.7,0.265351209,-7054.35307,166.5374341,7.203559611,8.451803217,16.65453265,9886.762525,0.998003838,0.003876149,-1.031628453,0.397887358,3.000000001,-3.862782146,-3.260270323,-6.343067732,-8.088808318,-7.568766113
242,761.1720872,11.20504447,8542.222187,18.07374484,78596.52752,755.66,0.263173455,-7073.934635,165.6514686,7.167227835,8.426779289,16.56524913,9847.932715,0.998003838,0.00387584,-1.031628453,0.397887358,3.000000001,-3.862782147,-3.260270564,-6.34364016,-8.088959109,-7.568772575
243,754.6663018,11.07812194,8461.594767,18.03453423,75743.99041,751,0.25793395,-7100.33985,165.5956381,7.150384638,8.269336302,16.34260727,9395.49863,0.998003838,0.003875747,-1.031628453,0.397887358,3.000000001,-3.862782147,-3.260270668,-6.343645674,-8.088960637,-7.5687733
244,745.8632959,11.01961315,8401.127791,17.95954085,73313.0265,736.36,0.256580893,-7106.780734,164.321143,7.122223954,8.191584603,16.29508385,9358.351627,0.998003838,0.00387564,-1.031628453,0.397887358,3.000000001,-3.862782147,-3.260271246,-6.34364863,-8.095887295,-7.568781698
245,739.3744695,10.91190941,8391.329474,17.92715882,72026.64278,730.72,0.255067552,-7119.75363,164.1151593,7.061582107,8.108475271,16.19122547,8850.653354,0.998003838,0.003875466,-1.031628453,0.397887358,3.000000001,-3.862782147,-3.260271742,-6.343650716,-8.095906865,-7.568786445
246,719.4924407,10.8319897,8375.777871,17.90444357,70661.49396,715.7,0.253728267,-7131.243399,163.8801266,7.026147893,8.013682727,16.07833125,8612.21613,0.998003838,0.003875326,-1.031628453,0.397887358,3,-3.862782147,-3.26027209,-6.3436609,-8.095908494,-7.568790707
247,712.710074,10.79276123,8315.896267,17.89659491,68746.78255,707.86,0.253728267,-7140.334326,163.753398,6.974138782,7.896862306,15.96114065,8530.5889,0.998003838,0.003874063,-1.031628453,0.397887358,3,-3.862782147,-3.260272404,-6.343663667,-8.095990149,-7.568792283
248,700.8886007,10.71915464,8289.510449,17.78759802,68083.55283,694.38,0.253651947,-7143.35529,163.4209011,6.967821817,7.715376304,15.94806538,7771.082984,0.998003838,0.003873937,-1.031628453,0.397887358,3,-3.862782147,-3.26027279,-6.343663993,-8.09599097,-7.568795627
249,691.9194124,10.55341473,8275.866241,17.73413575,67130.37448,677.9,0.252892884,-7173.332702,162.9418184,6.953359135,7.514945771,15.78069043,7485.845387,0.998003838,0.003873765,-1.031628453,0.397887358,3,-3.862782147,-3.260273234,-6.34374797,-8.095994363,-7.568796655
250,682.1259271,10.46205258,8274.964953,17.66304937,65245.55424,671.32,0.249666725,-7184.390205,161.973577,6.919820101,7.380777399,15.61689619,7310.91896,0.998003838,0.003873713,-1.031628453,0.397887358,3,-3.862782147,-3.260273636,-6.343749145,-8.097272468,-7.568798606
251,674.5872775,10.36224693,8265.044544,17.60348239,63713.3469,662.9,0.248461669,-7191.63475,161.086043,6.904917274,7.317641207,15.57505017,7079.704114,0.998003838,0.003873682,-1.031628453,0.397887358,3,-3.862782147,-3.260273917,-6.343749256,-8.097273186,-7.568799862
252,663.9398395,10.20798181,8244.996447,17.5663257,61860.67663,647.02,0.246881316,-7206.23516,160.4705785,6.889242186,7.252555587,15.47517238,6668.620335,0.998003838,0.003873501,-1.031628453,0.397887358,3,-3.862782147,-3.260274126,-6.343749939,-8.097275493,-7.568802019
253,656.5262706,10.15298922,8235.099803,17.55175189,60869.63309,637.76,0.244035741,-7219.08072,159.7844265,6.867720202,7.217896505,15.39886004,6558.357631,0.998003838,0.003873391,-1.031628453,0.397887358,3,-3.862782147,-3.260274263,-6.343750449,-8.098020043,-7.568802309
254,639.4978817,10.05610897,8177.869631,17.46797564,60314.20942,630.54,0.240874496,-7231.863861,159.1346662,6.814918106,7.114182231,15.33564052,6077.245337,0.998003838,0.003873165,-1.031628453,0.397887358,3,-3.862782148,-3.260274744,-6.343750934,-8.098055726,-7.568802411
255,632.5756341,9.898909085,8143.646047,17.4377953,58283.77005,613.74,0.23976387,-7244.032306,157.1236115,6.779710878,7.048382637,14.97406599,5615.215686,0.998003838,0.003872804,-1.031628453,0.397887358,3,-3.862782148,-3.260275107,-6.343751222,-8.098056673,-7.568802895
256,620.2803653,9.838326574,8081.828898,17.42754231,57323.96276,609.54,0.23509882,-7268.684393,156.4918657,6.725337417,6.990998816,14.922652,5602.847932,0.998003838,0.003872073,-1.031628453,0.397887358,3,-3.862782148,-3.260275269,-6.344183232,-8.098661893,-7.568803012
257,610.1889265,9.779641148,8061.109969,17.37249186,56193.54572,601.06,0.234969979,-7289.856294,155.3087744,6.697755645,6.959650946,14.66739745,5508.790923,0.998003838,0.003871737,-1.031628453,0.397887358,3,-3.862782148,-3.260275294,-6.344183355,-8.111668839,-7.56880431
258,596.3888747,9.65101862,8034.160815,17.3073396,54927.6149,590.5,0.234115719,-7304.805485,154.7099656,6.659567364,6.871778414,14.49394701,5491.691177,0.998003838,0.003871638,-1.031628453,0.397887358,3,-3.862782148,-3.260275386,-6.344183431,-8.111669277,-7.568804743
259,592.0790729,9.527969582,7992.940718,17.23986091,54617.88088,588.26,0.234020714,-7343.198473,153.4673829,6.636663444,6.701581473,14.42002198,5025.200024,0.998003838,0.003871361,-1.031628453,0.397887358,3,-3.862782148,-3.260275709,-6.344183671,-8.111669465,-7.568805484
260,589.3490743,9.483652408,7946.794632,17.21771457,53699.29193,582.58,0.233730752,-7366.622444,153.2051641,6.60171088,6.560713532,14.31351826,4817.100152,0.998003838,0.003871114,-1.031628453,0.397887358,3,-3.862782148,-3.260275864,-6.344184054,-8.111669647,-7.568805612
261,580.4328911,9.398653513,7925.002374,17.18285995,52855.70833,576.88,0.233410123,-7380.730551,152.4550597,6.590353681,6.492666512,14.24038852,4766.958112,0.998003838,0.003870962,-1.031628453,0.397887358,3,-3.862782148,-3.260275942,-6.344185115,-8.111670066,-7.568805975
262,574.5833556,9.253080216,7886.230073,17.16142236,50309.49236,561.36,0.23284626,-7391.61689,151.8978196,6.545200166,6.368351771,14.0244351,4625.122688,0.998003838,0.003870833,-1.031628453,0.397887358,3,-3.862782148,-3.260275992,-6.344185346,-8.111677676,-7.568806703
263,552.8261273,9.161211954,7823.131935,17.13434132,49718.33531,558.08,0.22966098,-7397.177002,151.3964886,6.507468701,6.300399573,13.66413041,4582.809075,0.998003838,0.003870641,-1.031628453,0.397887358,3,-3.862782148,-3.260276002,-6.344297436,-8.113033158,-7.568806781
264,548.2635099,9.059163984,7797.707856,17.11683682,48983.90492,546.56,0.22834381,-7405.514287,150.8090042,6.471957808,6.210656856,13.58712158,4442.918628,0.998003838,0.003870138,-1.031628453,0.397887358,3,-3.862782148,-3.260276086,-6.344396036,-8.140093071,-7.568808423
265,536.2538448,8.918400983,7774.661178,17.1031847,48633.79358,543.7,0.227570591,-7414.738619,150.6902534,6.457016742,6.166734514,13.3782719,3811.440229,0.998003838,0.003869783,-1.031628453,0.397887358,3,-3.862782148,-3.26027615,-6.344396485,-8.140093311,-7.568808553
266,533.8065995,8.872559149,7766.653442,17.05123771,48106.77863,536.98,0.2246094,-7429.268179,150.1102039,6.429193773,6.103810809,13.12652077,3361.61287,0.998003838,0.003869505,-1.031628453,0.397887358,3,-3.862782148,-3.260276237,-6.344396814,-8.140493503,-7.568808789
267,525.045165,8.851591265,7743.804549,17.002171,47507.83146,533.46,0.222449162,-7433.667158,149.6854735,6.39819622,6.060856748,13.02928892,3104.539509,0.998003838,0.003869422,-1.031628453,0.397887358,3,-3.862782148,-3.260276264,-6.344400841,-8.140493784,-7.568809357
268,519.8181372,8.770167977,7704.006155,16.97364053,46444.5557,527.62,0.217878713,-7452.711078,149.4500867,6.375396997,5.971789427,12.97850283,3024.288739,0.998003838,0.003869113,-1.031628453,0.397887358,3,-3.862782148,-3.260276319,-6.344400922,-8.140493918,-7.568809488
269,514.0998552,8.717012687,7696.86216,16.95117331,45560.48307,519.6,0.217042112,-7467.022279,148.9493098,6.344222939,5.868929593,12.74651688,2910.642109,0.998003838,0.003868997,-1.031628453,0.397887358,3,-3.862782148,-3.260276339,-6.34446539,-8.140615797,-7.568809678
270,500.9164415,8.662022078,7640.062649,16.91728856,44846.66017,507.8,0.216591394,-7476.213231,148.1001867,6.320749809,5.709170796,12.67629249,2890.265382,0.998003838,0.003868696,-1.031628453,0.397887358,3,-3.862782148,-3.260276405,-6.344465546,-8.140615876,-7.56881031
271,493.9684601,8.517655666,7620.388025,16.89385317,44110.49922,500.94,0.216581962,-7488.013265,147.5387347,6.311283303,5.647824564,12.56986661,2620.308775,0.998003838,0.003867939,-1.031628453,0.397887358,3,-3.862782148,-3.260276484,-6.344465765,-8.140618619,-7.568810381
272,486.9195455,8.432724036,7578.162302,16.88707945,42657.85663,490.16,0.216170627,-7497.454746,146.8649307,6.271477319,5.584740073,12.44330067,2368.768006,0.998003838,0.003867884,-1.031628453,0.397887358,3,-3.862782148,-3.260276554,-6.344465802,-8.140618731,-7.568810453
273,479.7409955,8.250956901,7547.962264,16.83166948,41878.23413,486.6,0.215059655,-7519.50422,146.6630973,6.231019392,5.539782597,12.34837771,2262.143444,0.998003838,0.003867549,-1.031628453,0.397887358,3,-3.862782148,-3.260276604,-6.344465857,-8.140631916,-7.568810766
274,475.423626,8.146961666,7532.744057,16.82340945,41462.05773,481.32,0.211795021,-7529.156581,145.7596026,6.201234939,5.464580816,12.289697,2154.602824,0.998003838,0.003867124,-1.031628453,0.397887358,3,-3.862782148,-3.260276694,-6.344466116,-8.140637589,-7.568810817
275,465.193304,8.092931023,7477.709754,16.77507966,40686.90742,472.56,0.211795021,-7537.573631,145.0977239,6.16789479,5.369160753,12.21952462,1963.238219,0.998003838,0.003865964,-1.031628453,0.397887358,3,-3.862782148,-3.260276792,-6.344466196,-8.140637845,-7.568811161
276,458.0312641,8.003418801,7460.336277,16.70125984,40116.34937,462.54,0.209584186,-7547.598934,143.9048578,6.142517633,5.309726962,11.98293417,1768.385119,0.998003838,0.003865623,-1.031628453,0.397887358,3,-3.862782148,-3.260276855,-6.344468263,-8.142504011,-7.568811249
277,449.4267533,7.947086279,7423.693297,16.6380771,38927.91623,445.9,0.206858719,-7560.141793,143.541466,6.118395219,5.251889828,11.95531474,1734.556987,0.998003838,0.003865061,-1.031628453,0.397887358,3,-3.862782148,-3.260276873,-6.344475728,-8.14319548,-7.568811355
278,444.4950305,7.905896745,7419.321326,16.63170596,38099.01936,441.14,0.205687533,-7589.429379,142.8858619,6.103235534,5.137068591,11.84483187,1462.201619,0.998003838,0.003864682,-1.031628453,0.397887358,3,-3.862782148,-3.260276894,-6.34447748,-8.143198658,-7.568811367
279,437.1035984,7.826002371,7390.242529,16.53869329,37084.64755,435.92,0.202362467,-7603.796196,142.3586269,6.071748471,5.038526615,11.80726389,1444.428726,0.998003838,0.003863777,-1.031628453,0.397887358,3,-3.862782148,-3.260276918,-6.344477523,-8.143400942,-7.568811409
280,426.6761003,7.708194106,7330.616347,16.51288528,36782.52019,431.34,0.201027383,-7617.078566,141.6012248,6.032050719,4.989069016,11.64324599,1422.445959,0.998003838,0.003863458,-1.031628453,0.397887358,3,-3.862782148,-3.260276932,-6.344477537,-8.143403217,-7.568811412
281,423.1279338,7.614241452,7300.463762,16.48175811,35444.17157,416.72,0.200631579,-7628.797214,140.8656341,5.983244844,4.886010777,11.56813924,1391.620885,0.998003838,0.003862965,-1.031628453,0.397887358,3,-3.862782148,-3.260276943,-6.344478655,-8.143403889,-7.568811448
282,408.3610867,7.471480191,7246.056048,16.45920167,34516.36685,407.5,0.199669465,-7635.941188,140.5408003,5.955744668,4.848076493,11.38069636,1367.10996,0.998003838,0.003862665,-1.031628453,0.397887358,3,-3.862782148,-3.260276988,-6.344478718,-8.143471261,-7.568811471
283,400.8954411,7.423871537,7243.505711,16.4195286,33887.33837,405.36,0.198997397,-7651.553941,140.34762,5.923610432,4.704230098,11.26165247,1300.812246,0.998003838,0.003861497,-1.031628453,0.397887358,3,-3.862782148,-3.260277008,-6.344478753,-8.143472201,-7.568811484
284,397.0918862,7.289312245,7195.042333,16.37023935,32923.23563,396.9,0.197906636,-7671.451765,139.8864388,5.906685239,4.637896951,11.17021372,1272.239361,0.998003838,0.003861286,-1.031628453,0.397887358,3,-3.862782148,-3.260277021,-6.344486477,-8.143474931,-7.568811494
285,387.511113,7.258750608,7182.384606,16.27855925,32194.08831,388.32,0.197906636,-7676.680782,139.6005534,5.87820093,4.575557013,11.12243138,1193.936275,0.998003838,0.003860799,-1.031628453,0.397887358,3,-3.862782148,-3.260277037,-6.344486496,-8.143474952,-7.568811522
